-2.954005279977925391e-04	-2.214542851580285354e-03	-6.492911843276338857e-02	-9.176074824294799814e-02	7.156843109472794673e-01	-1.092293993950104181e-01
-1.805364158210254200e-03	4.657170542081975201e-03	-5.934453307450970883e-02	-8.388802741952261499e-02	6.586158029137085812e-01	-2.307710609830238013e-02
-1.903582529382167460e-03	9.023116076514986483e-03	-5.477446734173208043e-02	-8.380282509789638290e-02	5.822901383972023392e-01	2.672279823448242553e-02
-3.501475177601104383e-03	1.338098294041917095e-02	-5.039687370537881961e-02	-1.101648541732794806e-01	5.567961846539076776e-01	7.550970374089871484e-02
-3.529577021773262768e-03	1.602880137941074118e-02	-4.662869698072125146e-02	-9.637628686111776588e-02	4.945260506118168697e-01	1.310906043882074101e-01
-4.324897238122470816e-03	1.824889787144556852e-02	-4.363695103148668153e-02	-1.027081416331784292e-01	4.572169565486031706e-01	1.740127797506527685e-01
-2.244166475080196232e-03	2.127578994181253749e-02	-4.122635677842245716e-02	-1.098654483064849252e-01	4.041016951013116643e-01	2.054076401984143985e-01
-5.235197465135389000e-03	2.231530471193922047e-02	-3.645909425285009942e-02	-1.163258344336959293e-01	3.610885649021735588e-01	2.296474004460691276e-01
-7.446264917297908820e-03	2.614018310317518107e-02	-3.617828279778922962e-02	-1.222938841052224612e-01	3.224208011972401478e-01	2.488594587918520062e-01
-6.062061125773074780e-03	2.459437775744278271e-02	-3.273704892970530356e-02	-1.229137442153811488e-01	2.882037958432639990e-01	2.730232180541296572e-01
-5.403531959523064782e-03	2.590018916887830078e-02	-3.241897385894698669e-02	-1.363986604942107883e-01	2.595819321031458404e-01	2.917911782416542366e-01
-8.325650964503394230e-03	2.683110375568811823e-02	-3.072200841364425283e-02	-1.359288518623764097e-01	2.326671320133923415e-01	2.980255134169897957e-01
-9.077063880210107724e-03	2.650039645223990076e-02	-2.901706512381196923e-02	-1.357219019888594724e-01	2.053443139996900535e-01	3.223976321964059366e-01
-9.860664404852012913e-03	2.615033673126113123e-02	-2.816265372950987889e-02	-1.491650862761020324e-01	1.917989051659050037e-01	3.283722196687843820e-01
-9.888174654430424357e-03	2.538529760915744435e-02	-2.791714494287922399e-02	-1.492603795743325801e-01	1.417650403517671798e-01	3.411252129822770485e-01
-9.119505393895117884e-03	2.578008143253130921e-02	-2.843013650112635737e-02	-1.356830489510117976e-01	1.269357900050439580e-01	3.537582442600690769e-01
-1.061304437978487572e-02	2.587347580601547653e-02	-2.718938178450713838e-02	-1.421034929249992973e-01	9.593643590705369650e-02	3.721633313458365677e-01
-9.191479492300735563e-03	2.589713716639770874e-02	-2.638291975756013041e-02	-1.426095878802189909e-01	8.151910419351021675e-02	3.723571829242615649e-01
-1.065402413077911302e-02	2.264375569182868267e-02	-2.506278493619851222e-02	-1.425060432559304702e-01	6.142186085299317089e-02	3.840226411838649767e-01
-9.952075313876224821e-03	2.473441989906747726e-02	-2.521290100692696878e-02	-1.428503570183595750e-01	3.928039609991668124e-02	3.726161094191855483e-01
-1.144102073742498879e-02	2.231594270613847242e-02	-2.376936007159313746e-02	-1.557309481605938517e-01	4.113313675890412080e-02	4.082557955498256064e-01
-1.283853712231154340e-02	2.231186438903696653e-02	-2.426189732914707520e-02	-1.418771314935801664e-01	2.688503098915634437e-02	4.085499603201157015e-01
-1.212754740928846837e-02	2.108156053367846172e-02	-2.435514910231362240e-02	-1.421941906976696424e-01	5.089819425770414352e-03	4.087412627576316737e-01
-1.358057557339376401e-02	2.114558607311715910e-02	-2.263034929887985935e-02	-1.354028871896649777e-01	-1.154113483849422694e-02	4.087299906770347491e-01
-1.288709943158917494e-02	2.075108385469239328e-02	-2.318681295024460631e-02	-1.422896532862645280e-01	-3.712102671379713392e-02	4.152038665893744707e-01
-1.357112054006313212e-02	1.783953718088595458e-02	-2.223461632977907776e-02	-1.290489926320873004e-01	-2.924253347249583523e-02	4.023917088907751349e-01
-1.284658820962421635e-02	1.822252678186442668e-02	-2.403460209745567067e-02	-1.355325692466189391e-01	-3.387806664664388956e-02	4.149123767380320515e-01
-1.206144917700153855e-02	1.694926837901732097e-02	-2.408269919185568320e-02	-1.155308382480566554e-01	-4.495049848284743410e-02	4.150591572339230595e-01
-1.210097843971955252e-02	1.618579837455693532e-02	-2.191369041117463556e-02	-1.160218166219703639e-01	-5.820784469830048158e-02	4.087679036724107817e-01
-1.502930546950602408e-02	1.536743920261513310e-02	-2.315614003729127290e-02	-1.355596844297392023e-01	-4.709598859148556027e-02	4.022733403031022448e-01
-1.354060599732278408e-02	1.371013934897247905e-02	-2.237368483453849866e-02	-1.158174949721848535e-01	-7.224875762505333920e-02	4.085706389374816894e-01
-1.429224894235670007e-02	1.331602225533566261e-02	-2.191070414422191526e-02	-1.226779842677315768e-01	-6.826614320727553142e-02	3.961554682710826114e-01
