3.124745182246429706e-02	-1.316862727516251996e-02	3.528653240254220336e-02	-3.653053396434624567e-02	1.201141809382545445e-01	-2.952197758848456033e-01
3.504059300317660663e-02	-8.981361968251777572e-03	2.020186959275172001e-02	-7.189056446403196965e-02	1.924120391618966419e-01	-8.723714833740814356e-02
3.879046908296483742e-02	-5.544169222317298085e-03	5.026407812052102742e-03	-1.198636628961985418e-01	2.224012364023032484e-01	1.879710801146998733e-01
3.827992679493298633e-02	-1.305276578531106013e-03	-1.104188027055874599e-02	-1.471973019418384432e-01	2.561861042500022112e-01	4.147015498802701927e-01
2.985941585466882209e-02	4.228233618249865877e-03	-2.677121908159429964e-02	-1.540018677489435328e-01	2.734766383165740944e-01	5.504787286663201940e-01
1.694616462274172938e-02	1.002305435559482094e-02	-3.523251130345750326e-02	-1.625338675980790848e-01	2.374148862113617531e-01	5.948084794340928738e-01
3.353683717413763477e-03	1.545677672765433802e-02	-3.903172000535226616e-02	-1.260724872839100730e-01	1.774873873136635360e-01	5.358743520418371986e-01
-7.450831170286935368e-03	1.522911153549295210e-02	-3.754975747270217212e-02	-9.765887695922426115e-02	8.778080020222478463e-02	5.062265150207281295e-01
-2.043349025331663016e-02	1.459870235909396102e-02	-3.216232717986144962e-02	-4.511102935498945143e-02	2.024534409445399863e-02	2.996502166756158658e-01
-3.351424269008647372e-02	1.827929455822161625e-02	-2.074861222344548395e-02	1.279573206451667389e-02	-6.999533716420802687e-02	5.082555515458864193e-02
-3.652039144000208959e-02	1.194959516726066401e-02	-6.488157219139978338e-03	6.146583346248857271e-02	-1.286039968488817964e-01	-1.635357327886381995e-01
-3.603993880049435883e-02	1.023565710787999877e-02	1.035275890443498881e-02	8.845502641646707520e-02	-1.767057678155683487e-01	-4.079612167307118398e-01
-3.840488420543471115e-02	7.646477830950904053e-03	2.507112211464956886e-02	1.163128369830991882e-01	-2.106614396151758051e-01	-6.586806458980731804e-01
-3.204707636081240152e-02	2.437916400365607028e-03	3.877235745055696015e-02	1.377894751432203191e-01	-1.923190560497216595e-01	-7.825628297323845572e-01
-1.998841380519195132e-02	-2.792427933222860204e-03	5.069222235207426763e-02	1.255731183026699838e-01	-1.793562261815796477e-01	-8.331730524524374459e-01
-4.136055839597654882e-03	-9.589095119149140811e-03	5.274123855817069995e-02	1.088167761503680553e-01	-1.033160838811562066e-01	-7.924163772210164325e-01
5.158686036572580902e-03	-8.451478938399342722e-03	5.220938797989571611e-02	6.108662866224701116e-02	-1.568647796371125391e-02	-7.204460809457629011e-01
1.812716729161436766e-02	-1.113142584919688677e-02	4.724258927065694280e-02	7.871666048209879918e-03	4.476612794393941552e-02	-5.386295294875935724e-01
3.051395802497208071e-02	-1.272988432702808898e-02	3.569777531573414819e-02	-3.652887553317663016e-02	1.132787578482182811e-01	-3.012127629230434422e-01
3.350954728802663096e-02	-8.050466511431243755e-03	2.236607210932417544e-02	-8.557733799406241904e-02	1.795178841524842639e-01	-9.950192821075631855e-02
3.806593464708517283e-02	-5.955824817596294674e-03	5.025431226802101747e-03	-1.199213436408202993e-01	2.225093688857023855e-01	1.757227946477044611e-01
3.610841086177454806e-02	-8.759415223863059596e-04	-1.104817484732523170e-02	-1.470797623919226638e-01	2.565662194046908207e-01	3.903627112980956326e-01
2.981989085088734143e-02	3.464845869611751783e-03	-2.460244398752253758e-02	-1.544927931776123309e-01	2.602207203235612498e-01	5.441881529221745950e-01
